cliente_id,idade,genero,tempo_relacionamento_meses,categoria_fidelidade,ticket_medio_mensal,forma_pagamento,reclamacoes_registradas,pedidos_no_show,nota_satisfacao,data_cadastro,cliente_inativo
1012,67.0,M,20,Prata,100.81,Cartão de Crédito,0,6,,10/10/2022,S
620,26.0,F,51,Ouro,146.17,Boleto,1,5,2.0,2024-03-08,No
38,69.0,masculino,20,bronze,"R$ 49,62",Boleto,3,8,5.0,2024-01-06,Não
1288,32.0,fem,69,prata,85.58,Boleto,2,0,5.0,2021-01-21,N
309,37.0,masculino,29,PRATA,91.52,Boleto,2,0,4.0,2022-10-17,sim
1885,56.0,M,36,Prata,96.77,Pix,2,2,3.0,2022-05-16,No
1297,34.0,feminino,8,Prata,93.15,  Cartão de Crédito ,3,0,2.0,2022-06-28,1
1348,61.0,M,63,Ouro,,Pix,0,1,3.0,2024-08-26,S
2131,62.0,F,14,bronze,35.93,Pix,0,5,4.0,2022-09-11,0
109,47.0,Masculino,22,PRATA,100.16,Boleto,1,1,,28/01/2021,No
661,28.0,Masculino,14,bronze,28.0,Cartão de Crédito,2,5,,2021-12-01,Sim
831,33.0,Masculino,53,prata,100.99,Pix,1,4,4.0,07/11/2022,No
319,,Masculino,11,PRATA,103.27,Pix,0,2,2.0,2021-05-26,sim
1120,48.0,Feminino,3,bronze,"R$ 49,90",Cartão de Crédito,0,0,4.0,2024-04-25,0
2102,59.0,masculino,47,PRATA,81.78,Pix,0,3,,01/12/2021,No
1310,70.0,M,25,Bronze,"R$ 43,27",Pix,1,0,3.0,10/06/2021,Não
749,37.0,feminino,38,OURO,170.98,Pix,2,1,4.0,11/07/2022,N
1825,65.0,fem,33,Prata,"R$ 98,01",Pix,1,0,5.0,2021-06-29,No
2048,50.0,M,14,bronze,37.12,Pix,0,1,,09/08/2021,1
300,19.0,Masculino,67,Prata,87.12,Cartão de Crédito,0,0,4.0,2022-11-03,No
189,32.0,M,68,PRATA,84.87,Pix,0,0,5.0,28/03/2023,0
1612,26.0,masc,32,BRONZE,50.73,Pix,0,0,4.0,2021-02-14,N
880,57.0,masc,32,bronze,61.93,Pix,2,0,,2021-06-11,S
21,49.0,feminino,68,bronze,40.66,Cartão de Crédito,0,0,3.0,2021-03-14,N
1625,52.0,Masculino,43,Prata,"R$ 103,66",Cartão de Crédito,3,2,3.0,2024-10-13,sim
863,25.0,Feminino,28,BRONZE,28.06,  Pix ,3,0,3.0,2024-08-28,Sim
1467,57.0,Feminino,42,bronze,60.42,Boleto,2,1,4.0,05/01/2022,0
540,19.0,masculino,25,prata,73.88,Pix,2,0,4.0,24/02/2022,No
1076,28.0,feminino,66,OURO,"R$ 159,47",Pix,1,0,2.0,2022-12-27,N
1386,32.0,F,16,ouro,156.96,Cartão de Crédito,3,0,5.0,2021-10-31,N
803,49.0,feminino,67,Bronze,36.82,  Cartão de Crédito ,1,1,4.0,10/11/2022,sim
900,56.0,M,20,BRONZE,45.57,Cartão de Crédito,1,1,4.0,2022-11-25,não
1214,71.0,Masculino,7,BRONZE,48.22,,0,3,4.0,08/11/2023,Não
673,57.0,Feminino,59,BRONZE,47.72,Pix,1,2,3.0,2022-07-22,1
1745,31.0,F,10,Bronze,"R$ 44,50",Pix,1,0,3.0,2022-06-11,N
594,78.0,masc,38,Ouro,164.47,  Pix ,1,1,4.0,2021-01-17,N
1583,49.0,masc,8,ouro,169.27,Cartão de Crédito,2,2,1.0,2021-11-16,Sim
1808,47.0,fem,47,Bronze,47.46,  Pix ,2,2,,2023-04-30,No
1122,23.0,Masculino,12,Bronze,42.93,Pix,1,1,5.0,05/12/2022,No
833,46.0,Masculino,40,BRONZE,"R$ 45,65",Pix,2,0,3.0,25/08/2023,No
2163,42.0,Masculino,36,PRATA,97.23,Boleto,2,0,4.0,2023-02-07,não
1369,77.0,,54,Ouro,,  Cartão de Crédito ,1,3,3.0,07/07/2022,não
191,60.0,fem,33,prata,81.6,  Cartão de Crédito ,2,3,2.0,2023-03-03,Yes
1804,34.0,Feminino,32,Bronze,42.4,Pix,0,1,,2022-08-17,sim
1488,18.0,feminino,67,ouro,159.55,  Pix ,1,0,5.0,26/11/2021,N
1784,77.0,masculino,48,Bronze,38.5,Cartão de Crédito,1,1,3.0,04/04/2024,0
368,37.0,,45,bronze,"R$ 65,17",Cartão de Crédito,1,2,4.0,2022-09-23,N
1372,39.0,,60,bronze,39.83,Pix,1,2,4.0,17/11/2022,não
562,20.0,F,31,OURO,155.77,  Cartão de Crédito ,2,3,3.0,04/05/2023,Não
1227,24.0,masc,35,Bronze,"R$ 51,79",Boleto,2,6,4.0,03/03/2023,N
143,35.0,fem,39,prata,82.3,Boleto,2,0,4.0,2024-03-17,No
993,,masc,48,Prata,"R$ 104,17",Pix,1,0,3.0,04/05/2023,0
1500,70.0,fem,54,Bronze,"R$ 63,18",Cartão de Crédito,2,2,3.0,21/08/2021,No
1432,29.0,F,39,Ouro,169.18,Cartão de Crédito,0,0,4.0,07/06/2021,N
653,30.0,Masculino,9,ouro,"R$ 166,75",Boleto,2,0,3.0,2024-09-05,0
1354,74.0,Masculino,51,PRATA,93.15,  Cartão de Crédito ,1,0,3.0,07/07/2023,N
448,77.0,Masculino,56,prata,88.5,Pix,1,2,3.0,2024-02-08,Não
1459,34.0,masculino,24,ouro,"R$ 161,91",Cartão de Crédito,3,1,3.0,30/11/2021,1
378,64.0,M,33,Ouro,162.2,Cartão de Crédito,0,1,5.0,2024-05-07,0
186,45.0,Feminino,63,PRATA,93.45,Boleto,0,6,4.0,01/02/2022,não
1216,,Feminino,30,BRONZE,32.67,Cartão de Crédito,3,1,3.0,11/10/2024,sim
1078,28.0,masc,18,PRATA,90.61,Boleto,2,0,4.0,2022-02-11,No
161,79.0,masculino,47,ouro,157.86,Pix,1,0,4.0,13/01/2021,No
659,22.0,M,52,prata,106.52,Boleto,1,4,3.0,2022-12-07,No
1813,59.0,F,49,Ouro,154.23,Pix,3,2,4.0,2021-04-30,N
1359,24.0,Feminino,12,prata,88.62,  Pix ,2,5,3.0,2022-07-15,S
1689,76.0,feminino,10,Ouro,164.55,Cartão de Crédito,0,0,5.0,2023-08-24,0
745,67.0,masc,59,BRONZE,38.41,Cartão de Crédito,3,0,3.0,04/10/2022,S
264,75.0,masc,42,PRATA,95.15,Cartão de Crédito,1,0,5.0,2021-08-22,No
369,19.0,F,27,PRATA,97.09,  Cartão de Crédito ,1,2,5.0,2024-10-11,No
1702,,feminino,68,ouro,161.63,Cartão de Crédito,2,2,3.0,20/03/2022,não
1907,36.0,F,8,PRATA,88.45,Boleto,0,2,2.0,2022-01-06,N
1172,57.0,F,17,BRONZE,47.97,Cartão de Crédito,0,0,5.0,15/02/2023,N
148,,masc,54,Ouro,160.81,Cartão de Crédito,1,0,4.0,09/06/2024,não
1548,70.0,feminino,70,ouro,171.51,Pix,3,1,3.0,11/12/2021,1
1424,59.0,M,32,ouro,161.22,Pix,0,1,5.0,22/11/2023,0
2190,54.0,Feminino,43,PRATA,89.45,Pix,1,0,3.0,19/12/2023,0
1380,51.0,M,6,bronze,31.83,Boleto,1,0,2.0,28/04/2022,sim
789,51.0,masculino,65,BRONZE,55.44,Pix,0,1,4.0,2023-01-19,No
359,23.0,M,3,Prata,89.33,Pix,1,1,2.0,2024-06-25,S
1226,78.0,Masculino,70,Prata,83.55,Pix,1,2,4.0,06/05/2021,não
468,,F,69,Bronze,54.65,Cartão de Crédito,3,7,4.0,28/12/2023,sim
2018,63.0,Masculino,25,Bronze,59.09,Pix,0,0,4.0,2024-04-20,sim
1546,54.0,Masculino,70,PRATA,89.91,  Pix ,0,0,3.0,04/10/2022,0
1334,68.0,F,71,BRONZE,29.03,Cartão de Crédito,1,10,3.0,2022-09-02,Yes
718,,F,68,Ouro,162.81,,1,1,,2023-03-16,Não
1951,74.0,feminino,24,bronze,41.04,Pix,2,15,4.0,2022-11-17,No
1016,69.0,F,19,Prata,93.94,Boleto,1,2,3.0,2024-01-16,Yes
839,18.0,masculino,21,Bronze,42.41,Pix,0,0,,01/07/2023,não
928,,fem,65,BRONZE,53.09,  Boleto ,3,1,5.0,05/11/2022,N
548,54.0,feminino,58,bronze,44.65,Pix,0,2,,07/07/2022,No
947,78.0,fem,46,PRATA,96.58,  Pix ,0,0,5.0,09/05/2022,N
1982,56.0,masculino,26,BRONZE,52.8,Pix,2,0,4.0,08/12/2022,Sim
480,24.0,masc,27,bronze,"R$ 38,20",Boleto,1,0,3.0,2022-09-29,N
1426,68.0,fem,53,PRATA,90.13,Cartão de Crédito,0,0,3.0,2023-01-03,Não
2197,36.0,Masculino,21,BRONZE,44.65,Cartão de Crédito,2,1,5.0,11/03/2024,No
610,71.0,masculino,14,Bronze,51.28,Pix,0,0,5.0,2022-06-02,não
187,28.0,M,68,OURO,"R$ 161,84",  Cartão de Crédito ,2,0,5.0,2021-10-03,No
804,74.0,feminino,69,Prata,82.98,Pix,0,4,4.0,11/11/2022,0
1590,19.0,M,23,PRATA,92.95,Pix,0,0,1.0,2024-01-15,Sim
1383,39.0,masc,15,BRONZE,"R$ 51,80",Boleto,3,1,4.0,2023-06-11,N
2154,51.0,Masculino,30,Bronze,51.4,Pix,2,4,3.0,02/01/2023,N
1331,45.0,feminino,28,BRONZE,10.0,Cartão de Crédito,2,0,2.0,2023-12-02,sim
1688,43.0,F,13,OURO,140.17,Boleto,1,0,,2024-01-23,0
864,65.0,Masculino,10,Ouro,159.57,Cartão de Crédito,0,3,3.0,30/07/2023,Não
144,,M,53,BRONZE,47.67,Pix,4,1,5.0,2021-12-24,Não
1509,71.0,fem,35,BRONZE,41.98,Pix,1,2,4.0,20/12/2021,N
1633,23.0,feminino,58,BRONZE,,  Cartão de Crédito ,0,2,4.0,2023-12-10,não
1762,43.0,masculino,62,BRONZE,"R$ 43,13",Pix,2,1,3.0,13/09/2024,No
424,54.0,feminino,66,OURO,"R$ 138,04",  Cartão de Crédito ,0,1,4.0,2022-02-07,sim
1874,76.0,M,67,Bronze,55.61,Cartão de Crédito,2,0,4.0,2021-04-15,0
1696,60.0,fem,66,prata,91.94,Cartão de Crédito,3,2,3.0,09/04/2022,1
763,76.0,feminino,70,BRONZE,45.28,Cartão de Crédito,1,0,3.0,2021-03-31,Não
1126,70.0,masc,56,ouro,158.57,  Pix ,0,4,3.0,20/06/2023,não
1138,40.0,Masculino,4,Ouro,,Cartão de Crédito,0,0,,2024-05-19,não
1529,19.0,masculino,25,Prata,94.06,Boleto,3,0,3.0,2023-03-18,S
37,71.0,masculino,18,bronze,53.17,Pix,0,0,,2023-06-01,1
1294,18.0,fem,53,Prata,90.53,Cartão de Crédito,0,1,3.0,2023-06-09,0
597,53.0,masc,62,prata,83.33,Boleto,0,1,3.0,2024-05-01,No
1073,64.0,feminino,47,Prata,"R$ 104,26",Pix,0,0,2.0,2023-01-13,não
1228,79.0,masculino,63,OURO,158.72,,2,0,2.0,2023-04-28,S
469,29.0,F,6,prata,92.94,Pix,1,6,,2022-05-05,não
2035,79.0,F,19,bronze,"R$ 46,32",  Cartão de Crédito ,1,0,4.0,2021-07-14,N
1964,68.0,Feminino,15,Bronze,40.5,Pix,1,0,3.0,25/01/2021,No
1363,39.0,Masculino,30,OURO,"R$ 161,35",Pix,1,4,3.0,2024-04-16,No
1048,55.0,feminino,7,Ouro,159.36,Pix,1,0,,2022-12-26,No
916,46.0,Feminino,36,Prata,,Cartão de Crédito,0,1,2.0,26/10/2022,Não
2074,39.0,F,23,OURO,165.0,Pix,0,0,4.0,10/05/2021,No
401,79.0,masc,62,Bronze,"R$ 44,25",Boleto,1,0,3.0,25/09/2022,Sim
577,75.0,F,38,PRATA,80.41,Cartão de Crédito,1,4,2.0,16/12/2022,sim
152,35.0,feminino,54,ouro,171.2,Pix,0,2,2.0,2021-10-28,N
1083,77.0,feminino,69,bronze,52.94,Pix,0,0,3.0,17/04/2021,No
1869,19.0,M,53,Ouro,164.38,Boleto,0,1,3.0,2021-12-25,0
603,63.0,Masculino,71,Bronze,41.43,Pix,1,2,4.0,2022-03-21,0
1945,41.0,fem,10,Prata,"R$ 89,73",Cartão de Crédito,1,0,3.0,2022-12-27,N
1800,50.0,F,37,bronze,52.93,Pix,4,1,5.0,2023-06-23,0
147,20.0,Feminino,24,OURO,"R$ 151,84",  Cartão de Crédito ,1,1,,17/03/2024,não
545,69.0,masculino,15,BRONZE,36.98,Pix,2,0,3.0,2021-09-20,1
1635,43.0,masc,11,BRONZE,39.46,Cartão de Crédito,1,1,4.0,24/04/2021,0
1248,46.0,fem,41,Prata,89.48,Pix,0,0,3.0,20/09/2022,0
758,41.0,F,35,Bronze,45.25,Cartão de Crédito,1,1,4.0,2024-10-28,não
703,,feminino,62,BRONZE,37.86,Pix,1,0,4.0,23/07/2024,No
621,44.0,Feminino,39,Bronze,44.59,Boleto,1,1,3.0,20/03/2024,não
2090,19.0,Feminino,22,PRATA,101.88,  Cartão de Crédito ,0,0,5.0,01/04/2024,N
2133,,fem,62,Bronze,42.9,Pix,0,0,4.0,2022-09-25,No
624,43.0,masculino,70,Ouro,157.3,Pix,1,0,1.0,10/01/2022,N
1034,37.0,fem,1,Bronze,48.1,Cartão de Crédito,1,2,5.0,2022-01-02,não
2110,35.0,F,43,PRATA,86.52,Pix,0,1,3.0,28/06/2021,sim
1163,70.0,masculino,4,Prata,97.19,Cartão de Crédito,0,0,4.0,15/06/2023,Yes
1788,24.0,feminino,6,PRATA,81.42,Cartão de Crédito,0,0,4.0,14/04/2022,0
112,66.0,F,5,BRONZE,44.56,,1,0,2.0,2022-11-24,Yes
1579,25.0,masculino,70,Prata,98.88,Cartão de Crédito,0,12,4.0,2024-09-03,0
422,61.0,masc,28,OURO,"R$ 162,30",Pix,2,0,3.0,26/06/2024,0
345,74.0,fem,58,Prata,85.09,Pix,1,1,4.0,2023-12-08,Não
1339,66.0,masc,38,Bronze,26.2,Cartão de Crédito,5,0,,2021-02-13,não
1356,48.0,Feminino,32,Prata,96.22,Cartão de Crédito,0,0,4.0,28/05/2021,Yes
1166,24.0,fem,54,bronze,36.49,Boleto,0,2,5.0,2021-11-21,0
455,55.0,Feminino,61,Prata,92.0,Pix,1,0,5.0,12/09/2023,Não
1364,30.0,feminino,57,Bronze,48.03,Boleto,1,2,5.0,2023-09-29,No
640,76.0,masc,69,Bronze,47.05,Pix,1,1,3.0,08/09/2021,não
1235,57.0,masc,17,bronze,49.88,,0,4,,2023-01-21,S
142,31.0,feminino,29,Bronze,33.82,Pix,1,2,4.0,2024-08-12,No
949,76.0,Masculino,71,ouro,161.12,  Pix ,0,0,4.0,2024-09-01,No
1057,45.0,Masculino,13,Bronze,"R$ 38,38",Boleto,2,0,4.0,2022-01-09,S
893,50.0,Feminino,52,Ouro,151.64,  Cartão de Crédito ,2,1,2.0,22/05/2024,0
1059,44.0,feminino,41,PRATA,96.94,Cartão de Crédito,1,1,,24/09/2023,Yes
1837,76.0,Masculino,49,BRONZE,33.24,Pix,0,1,3.0,2023-01-27,0
1421,76.0,fem,71,prata,86.3,Boleto,1,1,4.0,2022-11-17,N
2039,,Feminino,54,PRATA,75.31,Cartão de Crédito,2,3,4.0,2024-09-25,não
2130,37.0,Feminino,63,Ouro,167.72,Pix,2,0,2.0,24/03/2023,Yes
1351,21.0,M,32,OURO,153.23,  Cartão de Crédito ,3,0,3.0,2021-12-25,Yes
441,78.0,Masculino,18,prata,97.2,Cartão de Crédito,0,0,3.0,2022-03-16,não
340,77.0,fem,36,Prata,"R$ 64,85",  Boleto ,2,2,3.0,2023-02-02,No
221,25.0,M,19,Bronze,43.72,Boleto,4,3,4.0,24/07/2023,não
739,63.0,feminino,65,Bronze,"R$ 33,23",Pix,2,0,,2021-11-19,N
416,60.0,masc,48,Prata,98.88,Boleto,1,0,,21/04/2022,N
1173,42.0,masculino,22,Ouro,"R$ 167,40",Pix,0,0,3.0,2024-08-09,não
542,21.0,Feminino,7,ouro,"R$ 169,60",Pix,0,0,4.0,2024-04-22,No
507,50.0,masculino,51,Ouro,,Pix,1,0,,21/08/2022,Não
1178,29.0,masculino,42,OURO,"R$ 162,15",Cartão de Crédito,1,0,3.0,18/07/2024,0
611,69.0,Masculino,37,Bronze,"R$ 37,30",Pix,1,2,3.0,2023-02-28,0
526,37.0,fem,44,Prata,101.76,Pix,3,2,4.0,2022-04-15,0
931,51.0,masc,26,BRONZE,42.8,Boleto,1,6,5.0,2024-10-06,Não
1946,25.0,Masculino,20,Bronze,41.12,Cartão de Crédito,1,0,3.0,2021-09-19,sim
95,73.0,masc,51,Bronze,55.25,Cartão de Crédito,1,1,,08/02/2023,Não
1333,44.0,Feminino,5,prata,,  Pix ,2,1,2.0,2024-07-19,sim
1114,36.0,masculino,16,Prata,"R$ 96,22",Cartão de Crédito,0,0,5.0,2024-01-16,não
1882,,Masculino,21,bronze,24.14,Pix,1,3,4.0,2023-06-14,0
1473,45.0,Feminino,42,bronze,"R$ 46,20",Cartão de Crédito,1,0,3.0,19/12/2021,0
299,35.0,Feminino,3,Ouro,166.95,Cartão de Crédito,2,1,3.0,19/07/2022,Yes
1939,77.0,fem,63,Prata,88.1,Boleto,1,0,3.0,12/09/2022,1
1127,70.0,masc,12,bronze,"R$ 44,68",Pix,3,1,3.0,24/01/2021,S
114,46.0,Feminino,4,BRONZE,"R$ 56,43",Cartão de Crédito,2,0,5.0,04/08/2023,0
1413,33.0,masc,44,Prata,"R$ 83,62",  Cartão de Crédito ,2,0,2.0,15/04/2021,No
475,57.0,M,67,prata,68.8,  Cartão de Crédito ,2,1,4.0,05/02/2024,0
1038,18.0,F,71,Bronze,53.82,Pix,2,0,1.0,2023-04-02,S
790,18.0,Masculino,31,prata,,  Boleto ,1,0,3.0,16/07/2024,0
1030,38.0,Masculino,60,Prata,,Cartão de Crédito,1,1,3.0,2024-09-29,não
1536,19.0,masc,15,OURO,161.62,Cartão de Crédito,0,1,4.0,07/07/2024,N
1197,62.0,masculino,33,bronze,40.64,Cartão de Crédito,1,2,4.0,2021-08-02,No
691,79.0,M,11,Bronze,47.21,Cartão de Crédito,0,1,5.0,2021-10-14,No
1349,63.0,Masculino,22,bronze,,Cartão de Crédito,1,0,3.0,16/01/2022,N
1582,31.0,fem,17,Ouro,"R$ 170,25",Cartão de Crédito,1,0,3.0,2021-02-13,0
1895,26.0,feminino,69,bronze,51.84,Boleto,0,0,5.0,2021-03-29,0
2043,64.0,M,59,PRATA,90.24,Cartão de Crédito,0,0,3.0,2023-10-12,não
1932,47.0,masculino,67,prata,84.7,Pix,1,0,,2024-03-15,não
1649,78.0,M,53,BRONZE,30.41,Cartão de Crédito,1,1,4.0,2024-03-27,não
96,35.0,F,57,BRONZE,"R$ 36,40",Cartão de Crédito,1,1,4.0,28/10/2023,0
1880,24.0,Feminino,55,Prata,83.86,Cartão de Crédito,1,0,2.0,2023-10-10,não
348,76.0,Masculino,42,Bronze,44.66,Cartão de Crédito,1,6,2.0,10/07/2024,Yes
2162,33.0,fem,56,prata,87.0,Pix,2,2,3.0,05/01/2024,0
2030,39.0,,2,Bronze,44.03,Pix,0,0,4.0,11/07/2021,Não
117,20.0,F,7,Bronze,38.98,  Cartão de Crédito ,1,2,2.0,05/09/2023,sim
685,28.0,feminino,26,prata,"R$ 91,57",Cartão de Crédito,0,0,4.0,01/12/2021,0
1107,33.0,Masculino,20,bronze,45.04,Cartão de Crédito,1,1,4.0,30/08/2023,Não
669,74.0,masc,62,ouro,161.01,Pix,0,1,,25/01/2022,Não
5,44.0,F,33,Bronze,"R$ 53,77",Boleto,1,0,5.0,2021-12-13,Não
1833,54.0,F,20,Prata,"R$ 88,31",Boleto,1,0,4.0,2022-01-30,N
1392,50.0,Feminino,21,BRONZE,49.81,Pix,2,1,3.0,2021-12-02,S
689,,fem,11,BRONZE,48.36,Pix,2,0,3.0,2021-01-21,Sim
1647,39.0,masc,55,prata,"R$ 67,77",Cartão de Crédito,0,0,2.0,2022-08-03,N
701,50.0,fem,37,bronze,51.25,Cartão de Crédito,1,2,,26/01/2023,No
1919,45.0,F,15,BRONZE,"R$ 42,69",  Cartão de Crédito ,0,0,2.0,2023-08-15,0
1139,64.0,masculino,61,BRONZE,"R$ 39,60",Pix,1,0,3.0,28/04/2021,0
1125,70.0,fem,31,Prata,80.4,Cartão de Crédito,2,1,1.0,2021-12-12,Yes
1193,28.0,masculino,57,ouro,154.22,Cartão de Crédito,1,3,2.0,2021-10-22,Sim
1538,24.0,M,38,Prata,88.6,Cartão de Crédito,1,8,5.0,23/08/2023,Não
706,53.0,M,62,Prata,84.43,Cartão de Crédito,1,4,3.0,30/05/2024,não
82,45.0,M,26,BRONZE,41.22,Pix,0,4,4.0,2022-08-06,N
1738,24.0,masc,34,PRATA,87.59,Pix,2,1,4.0,2022-10-24,não
922,53.0,,71,BRONZE,"R$ 52,07",Cartão de Crédito,4,1,4.0,2021-02-10,No
453,48.0,fem,71,OURO,146.01,  Pix ,2,4,5.0,2021-04-01,No
1151,40.0,masc,12,BRONZE,"R$ 44,73",,4,1,2.0,2024-08-31,sim
454,19.0,masc,27,PRATA,"R$ 96,93",Cartão de Crédito,0,0,4.0,2021-02-02,Não
1682,18.0,masc,16,Ouro,155.57,Pix,2,0,4.0,2021-10-03,N
1423,54.0,masc,24,prata,93.78,Cartão de Crédito,1,1,4.0,2024-04-06,No
2153,71.0,fem,40,PRATA,101.71,Pix,0,6,4.0,09/09/2023,não
1645,26.0,feminino,66,Ouro,148.13,Boleto,2,0,4.0,2024-05-06,Não
331,51.0,Masculino,66,prata,96.3,  Boleto ,3,2,3.0,2024-10-08,1
110,61.0,F,38,OURO,"R$ 155,73",Pix,2,2,5.0,05/07/2023,No
1079,43.0,Masculino,71,bronze,52.18,Boleto,0,0,5.0,05/01/2022,não
1479,32.0,M,39,bronze,47.54,,3,0,3.0,2023-09-27,S
1274,59.0,,63,bronze,51.92,Cartão de Crédito,1,1,2.0,12/05/2021,não
528,26.0,F,3,BRONZE,"R$ 51,06",Pix,4,1,4.0,2024-09-05,S
1043,43.0,Masculino,64,ouro,169.05,Pix,1,1,4.0,23/05/2023,N
1751,75.0,Masculino,27,bronze,"R$ 40,73",Boleto,0,3,3.0,2022-12-03,sim
312,59.0,F,61,bronze,35.88,Boleto,1,4,4.0,2021-05-01,não
705,26.0,Masculino,47,BRONZE,42.6,Boleto,0,0,2.0,21/04/2021,N
20,45.0,fem,14,BRONZE,49.9,Cartão de Crédito,2,0,2.0,2023-05-28,Yes
1658,72.0,feminino,2,bronze,43.35,Cartão de Crédito,0,1,2.0,12/12/2022,Yes
358,73.0,fem,62,Bronze,46.16,  Cartão de Crédito ,2,4,,29/07/2024,0
361,70.0,Masculino,41,Prata,"R$ 90,56",Pix,1,0,3.0,30/10/2024,N
1735,71.0,Feminino,14,PRATA,"R$ 102,96",Pix,2,0,3.0,2022-10-19,S
929,43.0,Masculino,36,PRATA,93.1,Boleto,0,2,4.0,2022-10-05,Não
2115,,fem,54,BRONZE,"R$ 45,58",Cartão de Crédito,2,0,4.0,07/07/2024,No
393,40.0,Feminino,38,prata,,Cartão de Crédito,2,7,,03/01/2021,Yes
1452,20.0,M,6,bronze,39.11,Pix,1,10,3.0,04/05/2023,não
741,68.0,Feminino,51,ouro,153.83,Cartão de Crédito,2,6,5.0,2024-01-04,No
223,61.0,fem,8,prata,"R$ 76,09",Cartão de Crédito,3,8,2.0,2023-10-08,não
1123,34.0,fem,56,PRATA,"R$ 80,31",Boleto,0,0,2.0,25/09/2022,1
1086,70.0,Masculino,34,prata,,Boleto,0,4,5.0,2023-05-16,N
1325,71.0,Feminino,21,prata,91.52,Boleto,1,0,3.0,24/06/2021,N
1023,,F,56,Prata,"R$ 92,03",Pix,0,11,4.0,17/01/2023,N
398,30.0,feminino,52,Bronze,44.03,Cartão de Crédito,0,0,3.0,07/05/2023,0
736,59.0,masc,17,prata,,Pix,2,1,4.0,10/08/2023,0
314,35.0,Feminino,54,BRONZE,45.78,Pix,1,2,,11/06/2022,No
288,53.0,M,4,Ouro,157.64,Cartão de Crédito,2,0,5.0,08/04/2023,sim
1464,21.0,F,69,PRATA,109.29,Pix,1,0,2.0,2023-01-10,não
1775,65.0,masculino,7,bronze,"R$ 34,34",Cartão de Crédito,1,0,5.0,16/02/2024,N
1414,67.0,masc,6,ouro,166.94,  Boleto ,1,5,5.0,21/02/2021,0
439,23.0,Feminino,11,Ouro,159.97,Cartão de Crédito,2,0,4.0,2021-01-20,sim
971,36.0,M,45,OURO,143.97,Cartão de Crédito,1,3,2.0,27/08/2023,S
984,58.0,Feminino,5,BRONZE,32.79,  Cartão de Crédito ,2,1,4.0,2022-07-05,Sim
667,49.0,Masculino,23,bronze,"R$ 41,10",Boleto,2,1,4.0,15/08/2023,Não
1872,30.0,feminino,56,PRATA,89.47,Cartão de Crédito,0,0,,2021-06-08,não
18,25.0,feminino,71,OURO,159.77,Pix,2,0,3.0,2024-05-14,Não
858,21.0,masculino,11,bronze,50.29,  Pix ,1,2,5.0,29/02/2024,0
1766,75.0,M,61,bronze,,Cartão de Crédito,1,0,4.0,19/10/2021,Não
282,48.0,M,62,BRONZE,41.18,Pix,1,1,4.0,18/10/2024,não
719,32.0,,61,Bronze,41.65,  Cartão de Crédito ,1,0,4.0,01/06/2021,N
352,20.0,Masculino,23,Prata,91.36,  Cartão de Crédito ,2,0,3.0,2023-12-30,Não
1187,26.0,M,55,Prata,"R$ 101,34",Boleto,1,6,3.0,09/04/2021,No
1422,,F,16,Bronze,"R$ 53,29",Boleto,2,1,3.0,30/04/2023,não
849,68.0,masc,13,Ouro,160.9,Pix,1,11,4.0,08/01/2024,não
43,61.0,masculino,33,Bronze,"R$ 43,00",Pix,2,1,,15/12/2023,Sim
2186,35.0,masculino,52,OURO,,Cartão de Crédito,0,1,2.0,2023-01-26,1
102,30.0,,11,prata,81.89,Boleto,2,1,4.0,01/07/2024,Sim
276,47.0,M,31,bronze,,Pix,0,1,4.0,2024-10-16,N
287,27.0,Masculino,18,prata,100.3,Boleto,1,2,2.0,19/08/2024,1
447,37.0,Masculino,41,prata,89.37,  Pix ,1,2,,02/02/2022,No
1898,72.0,masc,11,Prata,86.35,  Boleto ,0,0,4.0,05/02/2023,Não
250,20.0,M,13,PRATA,68.45,Pix,1,1,5.0,2022-11-05,não
135,,fem,40,Bronze,31.76,  Cartão de Crédito ,0,3,5.0,2022-07-23,0
575,18.0,feminino,39,PRATA,,  Boleto ,0,0,3.0,26/02/2023,Yes
1687,44.0,fem,6,Ouro,"R$ 165,64",Boleto,2,1,5.0,23/05/2024,No
595,37.0,feminino,5,OURO,148.26,Cartão de Crédito,3,2,3.0,2023-03-15,N
2096,66.0,Masculino,71,Bronze,"R$ 48,08",Pix,1,3,4.0,19/06/2022,não
573,35.0,masculino,15,Ouro,160.77,Pix,0,2,,21/05/2022,Não
1908,27.0,feminino,60,Prata,,  Boleto ,0,3,2.0,15/10/2024,Yes
411,28.0,Feminino,69,Ouro,157.21,Pix,1,5,4.0,03/10/2023,não
1698,27.0,Feminino,2,Bronze,37.27,Pix,3,3,5.0,2024-08-22,sim
1040,69.0,masc,3,BRONZE,51.37,  Pix ,1,1,1.0,2024-08-22,sim
605,69.0,Feminino,13,BRONZE,45.56,Cartão de Crédito,1,0,3.0,04/06/2024,Não
1593,41.0,F,19,BRONZE,43.12,Cartão de Crédito,0,5,5.0,12/05/2021,N
1975,52.0,,29,Prata,73.77,Cartão de Crédito,1,0,,2024-10-02,No
702,56.0,Feminino,57,Ouro,160.4,Cartão de Crédito,0,4,1.0,24/06/2024,S
670,26.0,M,15,bronze,41.72,Cartão de Crédito,3,1,,2023-02-14,S
1190,18.0,Feminino,49,Bronze,60.27,Cartão de Crédito,0,0,4.0,06/04/2024,0
